,mb,mun,year,budget,expenditure,income,transfers,area,population,income_percap,budget_percap,expenditure_percap,transfers_percap,pe_party_id,pe_party_abr,pe_party_full,party13_id,party13_abr,party13_full
619,71285,Nis-Niska Banja ,2012,165600.0,112555.0,,,146,14482.0,,11.4348846844,7.77206186991,,7.0,DSS,Demokratska stranke Srbije,4.0,URS,Ujedinjeni Regioni Srbije
620,71285,Nis-Niska Banja ,2013,265215.0,103737.0,,,146,14482.0,,18.3134235603,7.16316807071,,7.0,DSS,Demokratska stranke Srbije,4.0,URS,Ujedinjeni Regioni Srbije
621,71285,Nis-Niska Banja ,2014,173730.0,104486.0,,,146,14482.0,,11.9962712333,7.21488744649,,7.0,DSS,Demokratska stranke Srbije,4.0,URS,Ujedinjeni Regioni Srbije
622,71285,Nis-Niska Banja ,2015,145260.0,0.0,,,146,14482.0,,10.0303825438,0.0,,7.0,DSS,Demokratska stranke Srbije,4.0,URS,Ujedinjeni Regioni Srbije
623,71307,Nis-Pantelej,2011,128117.0,90998.0,,,141,53387.0,,2.39977897241,1.70449734954,,,,,,,
624,71307,Nis-Pantelej,2012,146198.0,108466.0,,,141,53387.0,,2.73845692772,2.03169310881,,,,,,,
625,71307,Nis-Pantelej,2013,166214.0,119691.0,,,141,53387.0,,3.11337966172,2.24195028752,,,,,,,
626,71307,Nis-Pantelej,2014,176027.0,142772.0,,,141,53387.0,,3.29718845412,2.67428400172,,,,,,,
627,71307,Nis-Pantelej,2015,142034.0,0.0,,,141,53387.0,,2.66046041171,0.0,,,,,,,
628,71315,Nis-Crveni Krst,2011,134324.0,86985.0,,,182,31759.0,,4.22947825813,2.73890865581,,17.0,SRS,Srpska Radikalna stranka,1.0,SNS,Srpska Napredna Stranka
629,71315,Nis-Crveni Krst,2012,135699.0,110845.0,,,182,31759.0,,4.2727730722,3.49019175667,,17.0,SRS,Srpska Radikalna stranka,1.0,SNS,Srpska Napredna Stranka
630,71315,Nis-Crveni Krst,2013,201879.0,107257.0,,,182,31759.0,,6.35659183224,3.3772159073,,17.0,SRS,Srpska Radikalna stranka,1.0,SNS,Srpska Napredna Stranka
631,71315,Nis-Crveni Krst,2014,146831.0,100548.0,,,182,31759.0,,4.6232878869,3.16596870179,,17.0,SRS,Srpska Radikalna stranka,1.0,SNS,Srpska Napredna Stranka
632,71315,Nis-Crveni Krst,2015,139903.0,0.0,,,182,31759.0,,4.40514499827,0.0,,17.0,SRS,Srpska Radikalna stranka,1.0,SNS,Srpska Napredna Stranka
633,71331,Nis-Mediana,2011,169868.0,144782.0,,,10,85555.0,,1.98548302262,1.69226813161,,2.0,DS,Demokratska Stranka,4.0,URS,Ujedinjeni Regioni Srbije
634,71331,Nis-Mediana,2012,181130.0,157149.0,,,10,85555.0,,2.11711764362,1.8368184209,,2.0,DS,Demokratska Stranka,4.0,URS,Ujedinjeni Regioni Srbije
635,71331,Nis-Mediana,2013,192895.0,140099.0,,,10,85555.0,,2.25463152358,1.63753141254,,2.0,DS,Demokratska Stranka,4.0,URS,Ujedinjeni Regioni Srbije
636,71331,Nis-Mediana,2014,166510.0,133381.0,,,10,85555.0,,1.9462334171,1.55900882473,,2.0,DS,Demokratska Stranka,4.0,URS,Ujedinjeni Regioni Srbije
637,71331,Nis-Mediana,2015,181706.0,0.0,,,10,85555.0,,2.12385015487,0.0,,2.0,DS,Demokratska Stranka,4.0,URS,Ujedinjeni Regioni Srbije
638,71340,Kostolac,2011,279037.9,179342.25,,,103,13478.0,,20.7032126428,13.3062954444,,3.0,SPS,Socijalisticka Partija Srbije,1.0,SNS,Srpska Napredna Stranka
639,71340,Kostolac,2012,255196.43,222417.2,,,103,13478.0,,18.9342951476,16.5022406885,,3.0,SPS,Socijalisticka Partija Srbije,1.0,SNS,Srpska Napredna Stranka
640,71340,Kostolac,2013,182245.51,139116.75,,,103,13478.0,,13.5217027749,10.3217650987,,3.0,SPS,Socijalisticka Partija Srbije,1.0,SNS,Srpska Napredna Stranka
641,71340,Kostolac,2014,164015.97,123611.84,,,103,13478.0,,12.1691623386,9.17137854281,,3.0,SPS,Socijalisticka Partija Srbije,1.0,SNS,Srpska Napredna Stranka
642,71340,Kostolac,2015,88724.42,0.0,,,103,13478.0,,6.58290695949,0.0,,3.0,SPS,Socijalisticka Partija Srbije,1.0,SNS,Srpska Napredna Stranka
643,79014,Grad Beograd,2014,76680751.95,66576911.03,,,3234,1675043.0,,45.7783781969,39.7463892151,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
644,79014,Grad Beograd,2015,80269153.51,0.0,,,3234,1675043.0,,47.9206524907,0.0,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
645,79022,Grad Nis,2014,10384671.0,7122247.0,,,596,258500.0,,40.1728085106,27.552212766,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
646,79022,Grad Nis,2015,10758515.0,0.0,,,596,258500.0,,41.6190135397,0.0,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
647,79057,Grad Vranje,2014,2260611.0,2072861.0,,,860,82425.0,,27.4262784349,25.1484501062,,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
648,79057,Grad Vranje,2015,2386699.0,0.0,,,860,82425.0,,28.9560084926,0.0,,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
649,80012,Ada,2014,782203.0,561119.0,,,227,16555.0,,47.2487466022,33.89423135,,,,,,,
650,80012,Ada,2015,880110.0,0.0,,,227,16555.0,,53.1627906977,0.0,,,,,,,
651,80039,Alibunar,2014,796949.0,492579.0,,,602,19434.0,,41.0079757127,25.3462488422,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
652,80039,Alibunar,2015,818993.0,0.0,,,602,19434.0,,42.1422764228,0.0,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
653,80047,Apatin,2014,1286737.75,1060836.28,,,380,28002.0,,45.951637383,37.8843039783,,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
654,80047,Apatin,2015,1089594.73,0.0,,,380,28002.0,,38.9113181201,0.0,,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
655,80063,Backa Palanka,2014,1601067.06,1335735.61,,,590,54161.0,,29.5612536696,24.662314396,,17.0,SRS,Srpska Radikalna stranka,1.0,SNS,Srpska Napredna Stranka
656,80063,Backa Palanka,2015,1425827.0,0.0,,,590,54161.0,,26.3257140747,0.0,,17.0,SRS,Srpska Radikalna stranka,1.0,SNS,Srpska Napredna Stranka
657,80071,Backa Topola,2014,1060843.05,827795.76,,,596,32305.0,,32.8383547438,25.6243850797,,6.0,SVM,Savez vojvodjanskih madjara,6.0,SVM,Savez vojvodjanskih madjara
658,80071,Backa Topola,2015,1057123.09,0.0,,,596,32305.0,,32.7232035289,0.0,,6.0,SVM,Savez vojvodjanskih madjara,6.0,SVM,Savez vojvodjanskih madjara
659,80080,Backi Petrovac,2014,658417.0,478781.0,,,158,13122.0,,50.176573693,36.486892242,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
660,80080,Backi Petrovac,2015,669320.0,0.0,,,158,13122.0,,51.0074683737,0.0,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
661,80098,Bela Crkva,2014,509346.0,398221.0,,,353,16844.0,,30.2390168606,23.6417121824,,,,,,,
662,80098,Bela Crkva,2015,465000.0,0.0,,,353,16844.0,,27.6062692947,0.0,,,,,,,
663,80101, Beocin,2014,595977.0,412721.0,,,184,15428.0,,38.6295696137,26.7514259787,,,,,,,
664,80101, Beocin,2015,564484.0,0.0,,,184,15428.0,,36.5882810474,0.0,,,,,,,
665,80110,Becej,2014,1352996.0,847185.0,,,486,36399.0,,37.1712409682,23.2749526086,,6.0,SVM,Savez vojvodjanskih madjara,1.0,SNS,Srpska Napredna Stranka
666,80110,Becej,2015,1387703.0,0.0,,,486,36399.0,,38.1247561746,0.0,,6.0,SVM,Savez vojvodjanskih madjara,1.0,SNS,Srpska Napredna Stranka
667,80136,zabalj,2014,843715.0,585465.0,,,400,25728.0,,32.7936489428,22.7559468284,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
668,80136,zabalj,2015,866290.0,0.0,,,400,25728.0,,33.6710976368,0.0,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
669,80144,zitiste,2014,817948.9,630078.59,,,525,16050.0,,50.9625482866,39.2572330218,,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
670,80144,zitiste,2015,792762.22,0.0,,,525,16050.0,,49.3932847352,0.0,,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
671,80152,Zrenjanin,2014,4612166.92,3809325.29,,,1327,120709.0,,38.2089729846,31.5579226901,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
672,80152,Zrenjanin,2015,4951701.78,0.0,,,1327,120709.0,,41.0218109669,0.0,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
673,80195,Kanjiza,2014,895000.0,768707.0,,,399,24627.0,,36.3422260121,31.2139927722,,6.0,SVM,Savez vojvodjanskih madjara,6.0,SVM,Savez vojvodjanskih madjara
674,80195,Kanjiza,2015,1040930.0,0.0,,,399,24627.0,,42.2678361148,0.0,,6.0,SVM,Savez vojvodjanskih madjara,6.0,SVM,Savez vojvodjanskih madjara
675,80209,Kikinda,2014,2208194.87,1923397.95,,,783,57424.0,,38.4542154848,33.4946703469,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
676,80209,Kikinda,2015,1983426.82,0.0,,,783,57424.0,,34.5400323906,0.0,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
677,80217,Kovacica,2014,763000.0,605753.0,,,419,24650.0,,30.953346856,24.574158215,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
678,80217,Kovacica,2015,897000.0,0.0,,,419,24650.0,,36.3894523327,0.0,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
679,80225,Kovin,2014,1197732.52,738597.29,,,730,32808.0,,36.5073311387,22.5127191539,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
680,80225,Kovin,2015,1178643.4,0.0,,,730,32808.0,,35.9254876859,0.0,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
681,80233,Kula,2014,1273000.0,945855.0,,,481,41587.0,,30.6105273283,22.7440065405,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
682,80233,Kula,2015,1217494.0,0.0,,,481,41587.0,,29.2758313896,0.0,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
683,80292,Opovo,2014,246011.1,171931.1,,,203,10159.0,,24.2160744168,16.924018112,,39.0,GGMS,Grupa Gradjana Milorad Soldatovic,39.0,GGMS,Grupa Gradjana Milorad Soldatovic
684,80292,Opovo,2015,287664.0,0.0,,,203,10159.0,,28.3161728517,0.0,,39.0,GGMS,Grupa Gradjana Milorad Soldatovic,39.0,GGMS,Grupa Gradjana Milorad Soldatovic
685,80306,Odzaci,2014,903969.65,662796.18,,,411,28894.0,,31.2857219492,22.938886274,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
686,80306,Odzaci,2015,878483.71,0.0,,,411,28894.0,,30.4036723887,0.0,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
687,80314,Pancevo,2014,5240573.1,3884456.6,,,756,122013.0,,42.9509404736,31.8364157918,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
688,80314,Pancevo,2015,4830837.31,0.0,,,756,122013.0,,39.5928082254,0.0,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
689,80322,Pecinci,2014,1739780.0,991741.38,,,489,19585.0,,88.8322695941,50.637803421,,,,,,,
690,80322,Pecinci,2015,2163895.99,0.0,,,489,19585.0,,110.487413327,0.0,,,,,,,
691,80357,Ruma,2014,1677825.32,1389592.37,,,582,52979.0,,31.6696298533,26.2291166311,,,,,,,
692,80357,Ruma,2015,1709436.46,0.0,,,582,52979.0,,32.2663028747,0.0,,,,,,,
693,80365,Senta,2014,931295.84,661856.24,,,293,22705.0,,41.0172138296,29.150241797,,2.0,DS,Demokratska Stranka,6.0,SVM,Savez vojvodjanskih madjara
694,80365,Senta,2015,837159.8,0.0,,,293,22705.0,,36.8711649416,0.0,,2.0,DS,Demokratska Stranka,6.0,SVM,Savez vojvodjanskih madjara
695,80373,Secanj,2014,488003.0,438462.0,,,523,12640.0,,38.6078322785,34.6884493671,,33.0,GGZROS,"Grupa Gradjana ""Za razvoj opstine Secanj""",2.0,DS,Demokratska Stranka
696,80373,Secanj,2015,458171.0,0.0,,,523,12640.0,,36.2477056962,0.0,,33.0,GGZROS,"Grupa Gradjana ""Za razvoj opstine Secanj""",2.0,DS,Demokratska Stranka
697,80381, Sombor,2014,2784107.95,2224617.31,,,1216,83297.0,,33.4238682065,26.7070519947,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
698,80381, Sombor,2015,2682427.91,0.0,,,1216,83297.0,,32.2031755045,0.0,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
699,80403,Sremska Mitrovica,2014,2524590.0,2076780.0,,,762,78186.0,,32.2895403269,26.5620443558,,7.0,DSS,Demokratska stranke Srbije,28.0,GGVM,Grupa Gradjana Vredna Mitrovica
700,80403,Sremska Mitrovica,2015,3212045.0,0.0,,,762,78186.0,,41.082099097,0.0,,7.0,DSS,Demokratska stranke Srbije,28.0,GGVM,Grupa Gradjana Vredna Mitrovica
701,80411,Sremski Karlovci,2014,310000.0,275048.0,,,51,8588.0,,36.0968793666,32.0270144388,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
702,80411,Sremski Karlovci,2015,300000.0,0.0,,,51,8588.0,,34.9324639031,0.0,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
703,80420,Stara Pazova,2014,2986093.0,2186545.37,,,350,65389.0,,45.6665952989,33.4390397467,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
704,80420,Stara Pazova,2015,2844456.0,0.0,,,350,65389.0,,43.5005276117,0.0,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
705,80438,Subotica,2014,5530736.0,4460202.0,,,1007,139612.0,,39.6150474171,31.947124889,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
706,80446,Temerin,2014,740917.0,647229.0,,,170,28098.0,,26.3690298242,23.0346999786,,40.0,DSVM,Demokratski Savez Vojvodjanskih Madjara,6.0,SVM,Savez vojvodjanskih madjara
707,80446,Temerin,2015,929945.0,0.0,,,170,28098.0,,33.0964837355,0.0,,40.0,DSVM,Demokratski Savez Vojvodjanskih Madjara,6.0,SVM,Savez vojvodjanskih madjara
708,80454,Titel,2014,550403.0,345188.58,,,261,15429.0,,35.6732775941,22.3727124247,,,,,,,
709,80454,Titel,2015,573274.0,0.0,,,261,15429.0,,37.1556160477,0.0,,,,,,,
710,80462,Vrbas,2014,1330202.0,1119011.0,,,376,41029.0,,32.421019279,27.2736600941,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
711,80462,Vrbas,2015,1299561.0,0.0,,,376,41029.0,,31.6742060494,0.0,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
712,80489,coka,2014,313636.0,221589.0,,,321,10938.0,,28.673980618,20.258639605,,2.0,DS,Demokratska Stranka,6.0,SVM,Savez vojvodjanskih madjara
713,80489,coka,2015,402967.0,0.0,,,321,10938.0,,36.8410129823,0.0,,2.0,DS,Demokratska Stranka,6.0,SVM,Savez vojvodjanskih madjara
714,80497,sid,2014,953200.0,817962.0,,,687,33200.0,,28.7108433735,24.6374096386,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
715,80497,sid,2015,1095202.0,0.0,,,687,33200.0,,32.9880120482,0.0,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
716,89010,Novi Sad-grad ,2014,24741097.82,17365869.71,,,699,348540.0,,70.9849596029,49.8246104034,,,,,,,
717,89010,Novi Sad-grad ,2015,19961608.29,0.0,,,699,348540.0,,57.2720729041,0.0,,,,,,,
